unit_code,vaps_code,division,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
MO5012,WSPROPCU,Central Division,456,2,0.44,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Professional,VAPS MAPPING
MO5012,WSPROPCU,South Division,527,1,0.19,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Professional,VAPS MAPPING
MO5012,,Canada Division,108,2,1.85,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5012,,Central Division,456,1,0.22,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5012,,Northeast Division,285,1,0.35,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5012,,South Division,527,7,1.33,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,LIABILITYWVR,Central Division,6,2,33.33,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO5014,LIABILITYWVR,Northeast Division,5,4,80.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO5014,LIABILITYWVR,South Division,27,8,29.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO5014,PROP1AP,Northeast Division,5,1,20.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
MO5014,WS1DATAV2,Central Division,6,1,16.67,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO5014,WS1DATAV2,Northeast Division,5,2,40.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO5014,WS1DATAV2,South Division,27,14,51.85,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO5014,WS2326,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO5014,WS2402,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less w/ Steps,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO5014,WS2406,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO5014,WS2461,South Division,27,3,11.11,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO5014,WS3012,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Redi-Panel Wall - (LF),Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Walls & Surfaces,Quick Walls,Unique,VAPS MAPPING
MO5014,WS3100,South Division,27,2,7.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,WS3101,Northeast Division,5,2,40.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,WS3101,South Division,27,3,11.11,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,WS3415,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Window/Door Security Bundle - 30-40ft,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
MO5014,WS3416,Central Division,6,3,50.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Window/Door Security Bundle - 40ft & Greater,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
MO5014,WS3416,Northeast Division,5,5,100.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Window/Door Security Bundle - 40ft & Greater,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
MO5014,WS3416,South Division,27,12,44.44,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Window/Door Security Bundle - 40ft & Greater,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
MO5014,WS3508,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Furniture - Rental,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,,VAPS MAPPING
MO5014,WS3902,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Interior Wall,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Walls & Surfaces,Quick Walls,Unique,VAPS MAPPING
MO5014,WS4020,Northeast Division,5,3,60.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,General Liability Insurance,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO5014,WS4020,South Division,27,5,18.52,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,General Liability Insurance,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO5014,WS5000,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Standard Desk - 5ft x 2.5ft,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5002,Northeast Division,5,1,20.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Table - 6ft,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5002,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Table - 6ft,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5003,South Division,27,2,7.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Table - 8ft,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5024,Northeast Division,5,1,20.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Chair,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5024,South Division,27,2,7.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Chair,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5025,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Stackable Side Chair w/ Arms,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5026,South Division,27,2,7.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Manager Chair,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5038,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5040,Northeast Division,5,1,20.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO5014,WS5040,South Division,27,2,7.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO5014,WS5045,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO5014,WS5060,Northeast Division,5,1,20.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Pedestal Filing Cabinet - 3 DWR,,,,,Furniture,,,VAPS - A La Carte
MO5014,WSACT4272,South Division,27,3,11.11,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Conference Table 6ft x 3.5ft,,,,,Furniture,,,VAPS - A La Carte
MO5014,WSBASEP1WS,Northeast Division,5,1,20.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Ergo Workstation Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Basic,VAPS MAPPING
MO5014,WSBASP1C,Central Division,6,1,16.67,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Basic,VAPS MAPPING
MO5014,WSBASP1CA,South Division,27,2,7.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
MO5014,WSBASP1EN,Central Division,6,4,66.67,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Entrance Package - Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Basic,VAPS MAPPING
MO5014,WSBASP1EN,Northeast Division,5,3,60.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Entrance Package - Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Basic,VAPS MAPPING
MO5014,WSBASP1EN,South Division,27,15,55.56,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Entrance Package - Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Basic,VAPS MAPPING
MO5014,WSBASP1LR,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
MO5014,WSBASP1O,South Division,27,5,18.52,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
MO5014,WSBASP1WS,Central Division,6,1,16.67,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO5014,WSBASP1WS,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
MO5014,WSPLAN1,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO5014,WSPREP1O,South Division,27,2,7.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
MO5014,WSPROP1C,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
MO5014,WSPROP1CA,South Division,27,5,18.52,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
MO5014,WSPROP1EN,Central Division,6,1,16.67,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Prof. Entrance - Steps w/ Canopy,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Professional,VAPS MAPPING
MO5014,WSPROP1EN,Northeast Division,5,2,40.00,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Prof. Entrance - Steps w/ Canopy,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Professional,VAPS MAPPING
MO5014,WSPROP1EN,South Division,27,6,22.22,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Prof. Entrance - Steps w/ Canopy,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Professional,VAPS MAPPING
MO5014,WSPROP1LR,Central Division,6,1,16.67,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
MO5014,,Central Division,6,1,16.67,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,,South Division,27,1,3.70,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,1018,South Division,4735,1,0.02,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,1018,West Division,1974,1,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,FSSHIELD1,Canada Division,3295,9,0.27,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Free-Standing Acrylic Shield,,,,,Accessories,,,VAPS - A La Carte
MO6012,FSSHIELD1,Northeast Division,2352,1,0.04,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Free-Standing Acrylic Shield,,,,,Accessories,,,VAPS - A La Carte
MO6012,LIABILITYWVR,Alaska Division,25,2,8.00,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO6012,LIABILITYWVR,Canada Division,3295,338,10.26,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO6012,LIABILITYWVR,Central Division,4397,1031,23.45,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO6012,LIABILITYWVR,Northeast Division,2352,421,17.90,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO6012,LIABILITYWVR,South Division,4735,1204,25.43,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO6012,LIABILITYWVR,West Division,1974,399,20.21,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO6012,PROP1AP,Canada Division,3295,34,1.03,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
MO6012,PROP1AP,Central Division,4397,250,5.69,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
MO6012,PROP1AP,Northeast Division,2352,157,6.68,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
