unit_code,MARKET_SEGMENT_DESCRIPTION,Year,Quarter,Unit_Market_Activations,Unit_Activations,Market_Activations,Market_Contribution_to_Product,Product_Share_in_Market,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS
40U,Non-Residential & GCs,2025,3,23,190,1030,12.11,2.23,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Health Care,2024,3,5,315,46,1.59,10.87,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Retail & Wholesale Trade,2025,1,18,245,514,7.35,3.50,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Retail & Wholesale Trade,2026,2,8,88,215,9.09,3.72,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Highway & Heavy Construction,2025,1,13,245,286,5.31,4.55,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,"Educational, Membership & Religious Organizations",2025,1,3,245,178,1.22,1.69,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Highway & Heavy Construction,2025,2,5,204,285,2.45,1.75,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Public Administration,2026,1,2,185,123,1.08,1.63,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Health Care,2025,4,1,204,23,0.49,4.35,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Subcontractors,2024,2,124,366,1051,33.88,11.80,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Retail & Wholesale Trade,2026,1,11,185,492,5.95,2.24,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Retail & Wholesale Trade,2024,1,28,333,614,8.41,4.56,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Manufacturing,2024,2,19,366,507,5.19,3.75,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Professional Services,2024,4,26,205,1077,12.68,2.41,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Other,2024,1,5,333,247,1.50,2.02,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,"Arts, Media, Hotels & Entertainment",2024,4,3,205,312,1.46,0.96,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Manufacturing,2026,2,4,88,184,4.55,2.17,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Health Care,2026,1,2,185,35,1.08,5.71,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
40U,Mining & Utilities,2024,3,5,315,631,1.59,0.79,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units
MO5014,Professional Services,2024,4,1,2,1077,50.00,0.09,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Home Builders & Developers,2025,3,2,6,1104,33.33,0.18,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Retail & Wholesale Trade,2024,1,1,6,614,16.67,0.16,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Home Builders & Developers,2026,1,1,2,1104,50.00,0.09,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Non-Residential & GCs,2025,3,1,6,1030,16.67,0.10,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Manufacturing,2024,3,2,8,552,25.00,0.36,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Professional Services,2025,3,1,6,1275,16.67,0.08,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,"Arts, Media, Hotels & Entertainment",2024,3,1,8,1158,12.50,0.09,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,"Educational, Membership & Religious Organizations",2024,3,2,8,178,25.00,1.12,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Home Builders & Developers,2025,1,1,3,1185,33.33,0.08,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Mining & Utilities,2025,3,1,6,438,16.67,0.23,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Home Builders & Developers,2025,4,1,1,1022,100.00,0.10,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Non-Residential & GCs,2024,4,1,2,979,50.00,0.10,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Subcontractors,2025,1,1,3,925,33.33,0.11,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Non-Residential & GCs,2024,3,2,8,1153,25.00,0.17,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Manufacturing,2025,2,1,3,497,33.33,0.20,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Public Administration,2026,1,1,2,123,50.00,0.81,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Mining & Utilities,2024,1,3,6,732,50.00,0.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Professional Services,2025,2,1,3,1340,33.33,0.07,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Retail & Wholesale Trade,2025,2,1,3,462,33.33,0.22,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Manufacturing,2025,3,1,6,477,16.67,0.21,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Non-Residential & GCs,2024,2,6,7,1460,85.71,0.41,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Manufacturing,2024,1,1,6,537,16.67,0.19,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Highway & Heavy Construction,2024,3,1,8,315,12.50,0.32,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,,2024,2,1,7,98,14.29,1.02,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Mining & Utilities,2025,1,1,3,641,33.33,0.16,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5014,Non-Residential & GCs,2024,1,1,6,1210,16.67,0.08,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,,2026,1,2,237,54,0.84,3.70,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Home Builders & Developers,2025,1,34,216,1185,15.74,2.87,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Highway & Heavy Construction,2026,1,19,237,300,8.02,6.33,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Highway & Heavy Construction,2024,2,10,186,360,5.38,2.78,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Highway & Heavy Construction,2024,3,8,219,315,3.65,2.54,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Engineering & Architecture,2024,4,5,159,134,3.14,3.73,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Public Administration,2026,1,3,237,123,1.27,2.44,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Public Administration,2024,2,1,186,127,0.54,0.79,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Non-Residential & GCs,2024,3,28,219,1153,12.79,2.43,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Home Builders & Developers,2026,2,11,97,471,11.34,2.34,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Engineering & Architecture,2024,3,7,219,202,3.20,3.47,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Subcontractors,2025,1,29,216,925,13.43,3.14,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Non-Residential & GCs,2024,2,35,186,1460,18.82,2.40,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Mining & Utilities,2024,4,12,159,433,7.55,2.77,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,,2024,2,1,186,98,0.54,1.02,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Professional Services,2024,1,21,178,1538,11.80,1.37,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Arts, Media, Hotels & Entertainment",2026,1,22,237,655,9.28,3.36,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Non-Residential & GCs,2025,1,36,216,1032,16.67,3.49,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Arts, Media, Hotels & Entertainment",2025,3,50,238,823,21.01,6.08,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Professional Services,2024,2,29,186,1628,15.59,1.78,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Subcontractors,2024,4,19,159,743,11.95,2.56,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Subcontractors,2024,1,22,178,1039,12.36,2.12,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Manufacturing,2024,1,3,178,537,1.69,0.56,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Subcontractors,2024,2,25,186,1051,13.44,2.38,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Home Builders & Developers,2024,1,33,178,1228,18.54,2.69,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Home Builders & Developers,2025,3,24,238,1104,10.08,2.17,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Educational, Membership & Religious Organizations",2025,1,2,216,178,0.93,1.12,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Manufacturing,2026,2,2,97,184,2.06,1.09,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Subcontractors,2024,3,30,219,980,13.70,3.06,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Arts, Media, Hotels & Entertainment",2024,3,47,219,1158,21.46,4.06,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Arts, Media, Hotels & Entertainment",2025,1,43,216,829,19.91,5.19,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Mining & Utilities,2026,2,4,97,145,4.12,2.76,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Engineering & Architecture,2024,2,4,186,196,2.15,2.04,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Public Administration,2024,1,4,178,96,2.25,4.17,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Educational, Membership & Religious Organizations",2026,1,2,237,183,0.84,1.09,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Other,2024,4,2,159,62,1.26,3.23,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Health Care,2024,1,1,178,24,0.56,4.17,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Engineering & Architecture,2025,4,9,141,129,6.38,6.98,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Non-Residential & GCs,2025,2,44,239,1225,18.41,3.59,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Mining & Utilities,2025,1,11,216,641,5.09,1.72,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Other,2024,1,4,178,247,2.25,1.62,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Non-Residential & GCs,2026,2,13,97,450,13.40,2.89,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Highway & Heavy Construction,2025,4,8,141,254,5.67,3.15,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Educational, Membership & Religious Organizations",2024,4,4,159,160,2.52,2.50,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Engineering & Architecture,2025,3,5,238,155,2.10,3.23,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,"Arts, Media, Hotels & Entertainment",2025,4,1,141,258,0.71,0.39,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,,2025,3,1,238,52,0.42,1.92,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Subcontractors,2026,2,13,97,353,13.40,3.68,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Home Builders & Developers,2024,3,31,219,1231,14.16,2.52,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Manufacturing,2025,1,18,216,630,8.33,2.86,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Manufacturing,2025,2,10,239,497,4.18,2.01,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,,2025,2,2,239,51,0.84,3.92,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Public Administration,2025,3,3,238,105,1.26,2.86,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Manufacturing,2024,3,7,219,552,3.20,1.27,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Retail & Wholesale Trade,2024,1,11,178,614,6.18,1.79,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Mining & Utilities,2024,2,6,186,588,3.23,1.02,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Health Care,2026,1,1,237,35,0.42,2.86,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Non-Residential & GCs,2026,1,35,237,1084,14.77,3.23,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Engineering & Architecture,2025,2,10,239,164,4.18,6.10,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Professional Services,2025,3,54,238,1275,22.69,4.24,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Subcontractors,2026,1,22,237,887,9.28,2.48,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Manufacturing,2025,4,6,141,339,4.26,1.77,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Home Builders & Developers,2026,1,37,237,1104,15.61,3.35,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
MO5010,Engineering & Architecture,2026,1,7,237,151,2.95,4.64,50x10 Mobile Office or Similar,50x10 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 560 SF) - MO5010 or similar,Offices,Mobile Offices,Mobile Offices
