unit_code,MARKET_SEGMENT_DESCRIPTION,vaps_code,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
40W,Engineering & Architecture,WSPROP1O,223,17,7.62,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Health Care,WSPROP1O,26,7,26.92,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Highway & Heavy Construction,WSPROP1O,311,38,12.22,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Home Builders & Developers,WSPROP1O,487,37,7.60,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Manufacturing,WSPROP1O,683,31,4.54,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Mining & Utilities,WSPROP1O,586,25,4.27,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Non-Residential & GCs,WSPROP1O,683,40,5.86,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Other,WSPROP1O,87,8,9.20,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Professional Services,WSPROP1O,1393,49,3.52,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Public Administration,WSPROP1O,92,1,1.09,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Retail & Wholesale Trade,WSPROP1O,618,28,4.53,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Subcontractors,WSPROP1O,862,59,6.84,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,,WSPROP1O,62,3,4.84,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,Mining & Utilities,WSPROP1TWS,586,1,0.17,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Public Administration,WSPROP1TWS,92,1,1.09,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Manufacturing,WSPROP1WS,683,2,0.29,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Professional,VAPS MAPPING
40W,Retail & Wholesale Trade,WSPROP1WS,618,1,0.16,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Professional,VAPS MAPPING
40W,Subcontractors,WSPROPCU,862,1,0.12,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Professional,VAPS MAPPING
40W,"Arts, Media, Hotels & Entertainment",,721,56,7.77,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,"Educational, Membership & Religious Organizations",,142,21,14.79,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Engineering & Architecture,,223,35,15.70,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Health Care,,26,5,19.23,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Highway & Heavy Construction,,311,83,26.69,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Home Builders & Developers,,487,105,21.56,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Manufacturing,,683,154,22.55,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Mining & Utilities,,586,46,7.85,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Non-Residential & GCs,,683,218,31.92,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Other,,87,8,9.20,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Professional Services,,1393,216,15.51,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Public Administration,,92,7,7.61,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Retail & Wholesale Trade,,618,98,15.86,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,Subcontractors,,862,164,19.03,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,,,62,13,20.97,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
HQ208,"Arts, Media, Hotels & Entertainment",LIABILITYWVR,329,117,35.56,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,"Educational, Membership & Religious Organizations",LIABILITYWVR,28,19,67.86,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Engineering & Architecture,LIABILITYWVR,9,4,44.44,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Highway & Heavy Construction,LIABILITYWVR,11,1,9.09,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Home Builders & Developers,LIABILITYWVR,121,53,43.80,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Manufacturing,LIABILITYWVR,23,6,26.09,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Mining & Utilities,LIABILITYWVR,20,4,20.00,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Non-Residential & GCs,LIABILITYWVR,78,20,25.64,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Other,LIABILITYWVR,4,4,100.00,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Professional Services,LIABILITYWVR,117,22,18.80,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Public Administration,LIABILITYWVR,16,13,81.25,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Retail & Wholesale Trade,LIABILITYWVR,34,12,35.29,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,Subcontractors,LIABILITYWVR,44,11,25.00,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,,LIABILITYWVR,5,4,80.00,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,"Arts, Media, Hotels & Entertainment",PROP1AP,329,4,1.22,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,"Educational, Membership & Religious Organizations",PROP1AP,28,2,7.14,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,Home Builders & Developers,PROP1AP,121,1,0.83,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,Professional Services,PROP1AP,117,13,11.11,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,Public Administration,PROP1AP,16,3,18.75,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,Retail & Wholesale Trade,PROP1AP,34,4,11.76,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,Subcontractors,PROP1AP,44,5,11.36,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,"Arts, Media, Hotels & Entertainment",WS1DATAV2,329,29,8.81,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
HQ208,"Educational, Membership & Religious Organizations",WS1DATAV2,28,3,10.71,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
HQ208,Engineering & Architecture,WS1DATAV2,9,5,55.56,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
HQ208,Highway & Heavy Construction,WS1DATAV2,11,5,45.45,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
