unit_code,MARKET_SEGMENT_DESCRIPTION,vaps_code,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
MO6012,Home Builders & Developers,WS5027,2126,1,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,Manufacturing,WS5027,1433,92,6.42,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5027,2980,6,0.20,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,Other,WS5027,274,2,0.73,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,Professional Services,WS5027,2564,14,0.55,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5027,856,4,0.47,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,Subcontractors,WS5027,1511,8,0.53,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,,WS5027,132,1,0.76,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Executive Chair,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5028,1399,4,0.29,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5028,328,1,0.30,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5028,719,4,0.56,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5028,2126,2,0.09,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Manufacturing,WS5028,1433,4,0.28,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5028,1939,2,0.10,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5028,2980,12,0.40,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Other,WS5028,274,1,0.37,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Professional Services,WS5028,2564,5,0.20,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5028,856,2,0.23,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,Subcontractors,WS5028,1511,11,0.73,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,,WS5028,132,1,0.76,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5030,1399,1,0.07,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5030,290,1,0.34,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5030,328,1,0.30,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5030,719,4,0.56,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5030,2126,15,0.71,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Manufacturing,WS5030,1433,5,0.35,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5030,1939,3,0.15,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5030,2980,22,0.74,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Other,WS5030,274,1,0.37,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Professional Services,WS5030,2564,9,0.35,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Public Administration,WS5030,174,1,0.57,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5030,856,1,0.12,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Subcontractors,WS5030,1511,12,0.79,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,,WS5030,132,3,2.27,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5034,1399,2,0.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5034,290,1,0.34,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5034,328,3,0.91,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5034,719,2,0.28,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5034,2126,5,0.24,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5034,1939,1,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5034,2980,5,0.17,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Professional Services,WS5034,2564,6,0.23,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Subcontractors,WS5034,1511,2,0.13,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lg. Storage Cabinet - 3 Shelf,,,,,Furniture,,,VAPS - A La Carte
MO6012,Professional Services,WS5035,2564,1,0.04,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Wardrobe Tower - Locker Left,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5036,1399,2,0.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5036,328,1,0.30,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5036,719,3,0.42,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5036,2126,6,0.28,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5036,1939,176,9.08,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5036,2980,6,0.20,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Professional Services,WS5036,2564,3,0.12,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5036,856,1,0.12,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,Subcontractors,WS5036,1511,7,0.46,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5037,1399,3,0.21,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5037,290,3,1.03,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5037,328,3,0.91,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5037,2126,3,0.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Manufacturing,WS5037,1433,66,4.61,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5037,1939,60,3.09,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5037,2980,8,0.27,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Other,WS5037,274,31,11.31,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Professional Services,WS5037,2564,57,2.22,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5037,856,7,0.82,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,Subcontractors,WS5037,1511,12,0.79,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Hot/Cold Water Dispenser,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5038,1399,7,0.50,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5038,328,2,0.61,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5038,719,2,0.28,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5038,2126,4,0.19,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Manufacturing,WS5038,1433,4,0.28,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5038,1939,13,0.67,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5038,2980,1,0.03,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Other,WS5038,274,1,0.37,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Professional Services,WS5038,2564,8,0.31,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5038,856,5,0.58,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,Subcontractors,WS5038,1511,2,0.13,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5040,1399,395,28.23,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5040,290,14,4.83,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5040,328,3,0.91,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Health Care,WS5040,53,1,1.89,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5040,719,9,1.25,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5040,2126,23,1.08,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Manufacturing,WS5040,1433,189,13.19,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5040,1939,447,23.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5040,2980,74,2.48,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Other,WS5040,274,37,13.50,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Professional Services,WS5040,2564,265,10.34,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Public Administration,WS5040,174,23,13.22,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5040,856,62,7.24,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
